response,empathy_score,fluency_score,sentiment_score
Oh 真係太好啦！如果你願意，我想推薦一個符合你而家感覺嘅練習。,1,0.13,0.70881874
有呢種感覺真好！我可以推薦一個練習，佢可以幫助增強你嘅感受。,1,0.13,0.510647626
如果可以嘅話，我想推薦一個練習。,0.5,0.2,0.383940874
太好啦！我啱啱好有一個可以幫助最大化呢種積極情緒嘅練習，你想唔想試吓啊？,0.5,0.14,0.97532256
聽起嚟唔錯。我有一個練習，你可以嘗試進一步改善呢種感覺，想唔想試吓？,0.5,0.2,0.974758863
咁太好啦，而家為咗令你感覺更好，我可以建議一個練習，你有興趣嗎？,0.5,0.22,0.610171615
聽到呢個消息我好開心。你係咪有興趣睇吓可以嘗試嘅練習？,0.5,0.15,0.92815984
聽到呢個消息我好開心！我可以建議一種可能有助於增強你積極情緒嘅練習，make sure 你可以長時間咁覺得開心。,1,0.22,0.854064888
好開心你好好。我可以俾你一個練習，你想令到呢種開心嘅感覺last lon嘅r 嗎？,1,0.1,0.94901666
咁太好啦！你想我建議你可以嘗試增強呢種感覺嘅練習嗎？,0.5,0.16,0.974884129
我好開心聽到呢個。我認為呢個將係嘗試可以令你感覺更好嘅練習嘅最佳時機。,1,0.18,0.979080546
聽到呢個消息我好開心！我地試下一個練習，你覺得點啊？,1,0.22,0.87110109
咁太好啦！我可以推薦一個你可以嘗試增強呢種開心嘅感覺嘅練習嗎？,0.5,0.18,0.986972316
太好啦！我好開心聽到佢。我可以推薦一個練習嚟增強你積極情緒嗎？,0.5,0.12,0.910810472
咁好好啊！如果你願意，我有一D練習建議可以幫你感覺更好。,0.5,0.14,0.844356758
太好啦！如果你想聼吓，我仍然可以推薦一個幫助建立呢種開心感覺嘅練習。,0.5,0.14,0.974132532
Nice！我好開心聽到你覺得開心。如果你願意，我可以建議一個練習嚟提升你嘅情緒。,1,0.22,0.916885883
我真係好開心你有呢種感覺。我可以推薦一個可以令你感覺更快樂嘅練習，你想唔想睇下？,1,0.19,0.693285732
我好開心你心情好好。我可以同你推薦一個練習，你可以試吓令自己感覺更好！你覺得好冇啊？,0.5,0.22,0.92815984
太好啦！我為你開心！我可以推薦一個練習俾你試吓嗎？,0.5,0.13,0.854064888
好開心聽到你感覺好好。你目前嘅狀態會俾你一個好好嘅基礎嚟嘗試一D練習，我地可以試試嗎？,1,0.16,0.946323437
好嘅！如果你願意，等我地通過練習嚟探索更多關於呢個感受。,0.5,0.14,0.94901666
Oh 我好開心聽到呢個消息！感覺快樂/滿足係我地都想保持嘅東西，所以我可以推薦一個練習，你想試吓嗎？,1,0.15,0.968245021
太好啦！你想試下一個練習嗎？,0.5,0.07,0.971627208
好好，等我地揾一種方法嚟保持呢種感覺！我可以推薦一個練習俾你試吓嗎？,0.5,0.06,0.854064888
真係太好啦！你想嘗試一種符合你心情嘅練習嗎？,1,0.12,0.956156833
咁太好啦！為了保持呢種狀態，我可以同你建議一個你可以做嘅練習嗎？,0.5,0.21,0.892897407
好開心睇到你今日咁積極。我可以推薦一個適合你而家嘅心情嘅練習嗎？,1,0.14,0.910810472
呢個係一種好好嘅感覺。我可以建議一個練習嚟幫助增強同保持開心嘅感覺嗎？,0.5,0.19,0.912689465
好嘅！我同你推薦一個練習，咁你可以保持呢種感覺好冇啊？,0.5,0.15,0.97532256
呢個真係太好了！如果你願意，我可以建議一個練習嚟增強你而家嘅情緒。,1,0.21,0.854064888
好開心聽到你有呢種感覺。我有一個練習可以增強呢種開心嘅感覺，你想試試嗎？,1,0.23,0.773643993
我好開心聽到呢個！你想我推薦一個練習嚟進一步增強你嘅積極性嗎？,0.5,0.11,0.997933108
Oh 真係太好啦！如果你願意，我想推薦一個符合你而家感覺嘅練習。,1,0.13,0.910810472
有呢種感覺真好！我可以推薦一個練習，佢可以幫助增強你嘅感受。,1,0.13,0.383940874
如果可以嘅話，我想推薦一個練習。,0.5,0.2,0.583239384
太好啦！我啱啱好有一個可以幫助最大化呢種積極情緒嘅練習，你想唔想試吓啊？,0.5,0.14,0.782851058
聽起嚟唔錯。我有一個練習，你可以嘗試進一步改善呢種感覺，想唔想試吓？,0.5,0.2,0.822560441
咁太好啦，而家為咗令你感覺更好，我可以建議一個練習，你有興趣嗎？,0.5,0.22,0.198546912
聽到呢個消息我好開心。你係咪有興趣睇吓可以嘗試嘅練習？,0.5,0.15,0.610171615
聽到呢個消息我好開心！我可以建議一種可能有助於增強你積極情緒嘅練習，make sure 你可以長時間咁覺得開心。,1,0.22,0.610171615
好開心你好好。我可以俾你一個練習，你想令到呢種開心嘅感覺last lon嘅r 嗎？,1,0.1,0.044281598
咁太好啦！你想我建議你可以嘗試增強呢種感覺嘅練習嗎？,0.5,0.16,0.758674684
我好開心聽到呢個。我認為呢個將係嘗試可以令你感覺更好嘅練習嘅最佳時機。,1,0.18,0.158774897
聽到呢個消息我好開心！我地試下一個練習，你覺得點啊？,1,0.22,0.759363648
咁太好啦！我可以推薦一個你可以嘗試增強呢種開心嘅感覺嘅練習嗎？,0.5,0.18,0.75090818
太好啦！我好開心聽到佢。我可以推薦一個練習嚟增強你積極情緒嗎？,0.5,0.12,0.659777026
咁好好啊！如果你願意，我有一D練習建議可以幫你感覺更好。,0.5,0.14,0.844356758
太好啦！如果你想聼吓，我仍然可以推薦一個幫助建立呢種開心感覺嘅練習。,0.5,0.14,0.797068771
Nice！我好開心聽到你覺得開心。如果你願意，我可以建議一個練習嚟提升你嘅情緒。,1,0.22,0.198546912
我真係好開心你有呢種感覺。我可以推薦一個可以令你感覺更快樂嘅練習，你想唔想睇下？,1,0.19,0.610171615
我好開心你心情好好。我可以同你推薦一個練習，你可以試吓令自己感覺更好！你覺得好冇啊？,0.5,0.22,0.610171615
太好啦！我為你開心！我可以推薦一個練習俾你試吓嗎？,0.5,0.13,0.044281598
好開心聽到你感覺好好。你目前嘅狀態會俾你一個好好嘅基礎嚟嘗試一D練習，我地可以試試嗎？,1,0.16,0.568207441
好嘅！如果你願意，等我地通過練習嚟探索更多關於呢個感受。,0.5,0.14,0.671301516
Oh 我好開心聽到呢個消息！感覺快樂/滿足係我地都想保持嘅東西，所以我可以推薦一個練習，你想試吓嗎？,1,0.15,0.810346987
太好啦！你想試下一個練習嗎？,0.5,0.07,0.867280471
好好，等我地揾一種方法嚟保持呢種感覺！我可以推薦一個練習俾你試吓嗎？,0.5,0.06,0.896029062
真係太好啦！你想嘗試一種符合你心情嘅練習嗎？,1,0.12,0.844356758
咁太好啦！為了保持呢種狀態，我可以同你建議一個你可以做嘅練習嗎？,0.5,0.21,0.797131404
好開心睇到你今日咁積極。我可以推薦一個適合你而家嘅心情嘅練習嗎？,1,0.14,0.583239384
呢個係一種好好嘅感覺。我可以建議一個練習嚟幫助增強同保持開心嘅感覺嗎？,0.5,0.19,0.583239384
好嘅！我同你推薦一個練習，咁你可以保持呢種感覺好冇啊？,0.5,0.15,0.875297507
呢個真係太好了！如果你願意，我可以建議一個練習嚟增強你而家嘅情緒。,1,0.21,0.901979206
好開心聽到你有呢種感覺。我有一個練習可以增強呢種開心嘅感覺，你想試試嗎？,1,0.23,0.464111236
我好開心聽到呢個！你想我推薦一個練習嚟進一步增強你嘅積極性嗎？,0.5,0.11,0.822560441
Oh 真係太好啦！如果你願意，我想推薦一個符合你而家感覺嘅練習。,1,0.13,0.803895779
有呢種感覺真好！我可以推薦一個練習，佢可以幫助增強你嘅感受。,1,0.13,0.383940874
如果可以嘅話，我想推薦一個練習。,0.5,0.2,0.931980458
太好啦！我啱啱好有一個可以幫助最大化呢種積極情緒嘅練習，你想唔想試吓啊？,0.5,0.14,0.980896906
聽起嚟唔錯。我有一個練習，你可以嘗試進一步改善呢種感覺，想唔想試吓？,0.5,0.2,0.907553551
咁太好啦，而家為咗令你感覺更好，我可以建議一個練習，你有興趣嗎？,0.5,0.22,0.87817863
聽到呢個消息我好開心。你係咪有興趣睇吓可以嘗試嘅練習？,0.5,0.15,0.954966804
聽到呢個消息我好開心！我可以建議一種可能有助於增強你積極情緒嘅練習，make sure 你可以長時間咁覺得開心。,1,0.22,0.935425279
好開心你好好。我可以俾你一個練習，你想令到呢種開心嘅感覺last lon嘅r 嗎？,1,0.1,0.978078417
咁太好啦！你想我建議你可以嘗試增強呢種感覺嘅練習嗎？,0.5,0.16,0.965551798
我好開心聽到呢個。我認為呢個將係嘗試可以令你感覺更好嘅練習嘅最佳時機。,1,0.18,0.900288112
聽到呢個消息我好開心！我地試下一個練習，你覺得點啊？,1,0.22,0.917011149
咁太好啦！我可以推薦一個你可以嘗試增強呢種開心嘅感覺嘅練習嗎？,0.5,0.18,0.982650633
太好啦！我好開心聽到佢。我可以推薦一個練習嚟增強你積極情緒嗎？,0.5,0.12,0.970875611
咁好好啊！如果你願意，我有一D練習建議可以幫你感覺更好。,0.5,0.14,0.970875611
太好啦！如果你想聼吓，我仍然可以推薦一個幫助建立呢種開心感覺嘅練習。,0.5,0.14,0.86665414
Nice！我好開心聽到你覺得開心。如果你願意，我可以建議一個練習嚟提升你嘅情緒。,1,0.22,0.90974571
我真係好開心你有呢種感覺。我可以推薦一個可以令你感覺更快樂嘅練習，你想唔想睇下？,1,0.19,0.951521984
我好開心你心情好好。我可以同你推薦一個練習，你可以試吓令自己感覺更好！你覺得好冇啊？,0.5,0.22,0.933671552
太好啦！我為你開心！我可以推薦一個練習俾你試吓嗎？,0.5,0.13,0.958161092
好開心聽到你感覺好好。你目前嘅狀態會俾你一個好好嘅基礎嚟嘗試一D練習，我地可以試試嗎？,1,0.16,0.96317174
好嘅！如果你願意，等我地通過練習嚟探索更多關於呢個感受。,0.5,0.14,0.953964675
Oh 我好開心聽到呢個消息！感覺快樂/滿足係我地都想保持嘅東西，所以我可以推薦一個練習，你想試吓嗎？,1,0.15,0.956971064
太好啦！你想試下一個練習嗎？,0.5,0.07,0.900288112
好好，等我地揾一種方法嚟保持呢種感覺！我可以推薦一個練習俾你試吓嗎？,0.5,0.06,0.900288112
真係太好啦！你想嘗試一種符合你心情嘅練習嗎？,1,0.12,0.934673682
咁太好啦！為了保持呢種狀態，我可以同你建議一個你可以做嘅練習嗎？,0.5,0.21,0.957973193
好開心睇到你今日咁積極。我可以推薦一個適合你而家嘅心情嘅練習嗎？,1,0.14,0.910184141
呢個係一種好好嘅感覺。我可以建議一個練習嚟幫助增強同保持開心嘅感覺嗎？,0.5,0.19,0.957221596
好嘅！我同你推薦一個練習，咁你可以保持呢種感覺好冇啊？,0.5,0.15,0.926030314
呢個真係太好了！如果你願意，我可以建議一個練習嚟增強你而家嘅情緒。,1,0.21,0.981335338
好開心聽到你有呢種感覺。我有一個練習可以增強呢種開心嘅感覺，你想試試嗎？,1,0.23,0.968683452
,,,
"非常多謝你同我分享。從你嘅回答嚟睇，你感覺""{}""，係唔係啊？",1,0.13,0.986596518
"明白了，Thank you！從你話俾我知嘅情況嚟睇，我會話你而家感覺""{}"" ，呢個啱嗎？",0.5,0.11,0.383940874
"Thank you 你話俾我知，我想知我嘅諗法係正確嘅。我相信你有""{}""嘅感覺，啱嗎？",0.5,0.16,0.854064888
"Thank you 你分享你嘅情緒。我認為你感覺""{}""，啱嗎？",1,0.08,0.839220844
"Thank you！根據你所講嘅，我會講你感覺""{}"" ，呢個啱嗎？",0.5,0.09,0.782851058
"Thank you ，如果我錯咗，請糾正我。我會話你而家覺得""{}""？",0.5,0.1,0.383940874
"明白了，Thank you 分享。我認為你有""{}""嘅感覺，我咁樣講係咪正確？",0.5,0.1,0.854064888
"Thank you ，我只係想確保我理解正確。我會話你覺得""{}"" ，呢個聽起嚟啱嗎？",1,0.13,0.797131404
"Thank you ，我只係想確保我係正確。你認為""{}""最可以形容你而家嘅感受嗎？",1,0.12,0.822560441
"多謝你嘅分享。由你話俾我知嘅情況嚟睇，我相信你有""{}""嘅感覺？",1,0.11,0.92815984
"Thank you ，如果我錯咗，請同我講。我相信你係""{}"" ，我嘅諗法係咪正確？",0.5,0.12,0.86239509
"我想話你而家感覺""{}"" ，你認為呢個係你而家呢一刻嘅心情嗎？",1,0.1,0.803895779
"Thank you 你對我坦白。我覺得你感覺""{}""，啱唔啱？",0.5,0.1,0.944820243
"Thank you！根據我嘅判斷，你嘅感受係""{}"" ，準唔準啊？",0.5,0.09,0.623074032
"多謝你嘅回答。係我睇嚟，你而家係""{}"" ，呢個啱唔啱啊？",0.5,0.13,0.871414255
"如果我理解正確，你而家感覺""{}"" ，你會話呢個係啱 嘅？",0.5,0.13,0.896029062
"多謝你同我分享。你今日睇起嚟似""{}"" ，你會話呢個啱唔啱？",0.5,0.12,0.922021796
"我覺得你似係""{}"" ，係咁樣嗎？",0.5,0.04,0.904797695
"多謝你嘅分享。我覺得你係""{}"" ，我咁樣講係咪正確？",0.5,0.1,0.659777026
"Thank you！根據你同我講，我feel到你嘅感受係""{}"" ，啱唔啱啊？",0.5,0.08,0.910184141
"係我睇嚟，你而家感覺""{}"" ，準唔準啊？",0.5,0.11,0.822560441
"多謝你願意同我分享。我覺得你有""{}""嘅感覺，我咁樣講係咪正確？",1,0.11,0.782851058
,,,
Sorry 我誤會咗。你可以話俾我知呢D情緒中邊個最貼切咁形容你而家嘅感受嗎？,1,0.09,0.915132156
Oh 真係好sorry，我一定係誤會咗啦！你可唔可以係下面個到揀一個你認爲最貼切嘅嚟話俾我知你而家嘅感受：,1,0.12,0.875297507
Oh sorry！你可以幫下我嗎？你可唔可以係下面個list 到揀一個你認爲最貼切嘅情緒：,0.5,0.12,0.882750846
Oh 對唔住，我誤會咗你嘅情緒。或者你係下面揀最貼切形容你而家嘅情緒？,1,0.13,0.838469247
唔好意思。你感覺點啊？你可以係下面個list到揀最貼切嘅嗎？,0.5,0.17,0.8156708
Sorry，有時好難知道一個人係鍵盤後面嘅感受。所以你介唔介意係下面個list到揀一個最貼切咁形容你而家嘅情緒嗎？,1,0.15,0.926218214
Sorry我一定係睇錯咗啦！請話俾我知，你而家覺得點啊？,0,0.14,0.921833897
